,capacity,ratio,method,type,run_id,happiness,tol,time
0,10.0,25:75,choice,family,0.0,10.0,6.0,22.0
1,10.0,25:75,choice,family,0.0,10.0,6.0,26.0
2,10.0,25:75,choice,family,0.0,10.0,6.0,10.0
3,10.0,25:75,choice,family,0.0,9.0,5.0,1.0
4,10.0,25:75,choice,family,0.0,10.0,6.0,15.0
5,10.0,25:75,choice,family,0.0,10.0,6.0,20.0
6,10.0,25:75,choice,family,0.0,10.0,6.0,1.0
7,10.0,25:75,choice,family,0.0,10.0,6.0,4.0
8,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
9,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
10,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
11,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
12,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
13,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
14,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
15,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
16,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
17,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
18,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
19,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
20,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
21,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
22,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
23,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
24,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
25,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
26,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
27,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
28,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
29,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
30,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
31,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
32,10.0,25:75,choice,single person,0.0,10.0,4.0,1.0
33,10.0,25:75,choice,family,1.0,10.0,6.0,26.0
34,10.0,25:75,choice,family,1.0,9.0,5.0,1.0
35,10.0,25:75,choice,family,1.0,10.0,6.0,20.0
36,10.0,25:75,choice,family,1.0,10.0,6.0,22.0
37,10.0,25:75,choice,family,1.0,10.0,6.0,15.0
38,10.0,25:75,choice,family,1.0,10.0,6.0,1.0
39,10.0,25:75,choice,family,1.0,10.0,6.0,10.0
40,10.0,25:75,choice,family,1.0,10.0,6.0,4.0
41,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
42,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
43,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
44,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
45,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
46,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
47,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
48,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
49,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
50,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
51,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
52,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
53,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
54,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
55,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
56,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
57,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
58,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
59,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
60,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
61,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
62,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
63,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
64,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
65,10.0,25:75,choice,single person,1.0,10.0,4.0,1.0
66,10.0,25:75,choice,family,2.0,10.0,6.0,26.0
67,10.0,25:75,choice,family,2.0,10.0,6.0,4.0
68,10.0,25:75,choice,family,2.0,10.0,6.0,20.0
69,10.0,25:75,choice,family,2.0,10.0,6.0,22.0
70,10.0,25:75,choice,family,2.0,9.0,5.0,1.0
71,10.0,25:75,choice,family,2.0,10.0,6.0,1.0
72,10.0,25:75,choice,family,2.0,10.0,6.0,15.0
73,10.0,25:75,choice,family,2.0,10.0,6.0,10.0
74,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
75,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
76,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
77,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
78,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
79,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
80,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
81,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
82,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
83,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
84,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
85,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
86,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
87,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
88,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
89,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
90,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
91,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
92,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
93,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
94,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
95,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
96,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
97,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
98,10.0,25:75,choice,single person,2.0,10.0,4.0,1.0
99,10.0,25:75,choice,family,3.0,10.0,6.0,22.0
100,10.0,25:75,choice,family,3.0,9.0,5.0,1.0
101,10.0,25:75,choice,family,3.0,10.0,6.0,26.0
102,10.0,25:75,choice,family,3.0,10.0,6.0,1.0
103,10.0,25:75,choice,family,3.0,10.0,6.0,20.0
104,10.0,25:75,choice,family,3.0,10.0,6.0,15.0
105,10.0,25:75,choice,family,3.0,10.0,6.0,4.0
106,10.0,25:75,choice,family,3.0,10.0,6.0,10.0
107,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
108,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
109,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
110,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
111,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
112,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
113,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
114,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
115,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
116,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
117,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
118,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
119,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
120,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
121,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
122,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
123,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
124,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
125,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
126,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
127,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
128,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
129,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
130,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
131,10.0,25:75,choice,single person,3.0,10.0,4.0,1.0
132,10.0,25:75,choice,family,4.0,10.0,6.0,1.0
133,10.0,25:75,choice,family,4.0,9.0,5.0,1.0
134,10.0,25:75,choice,family,4.0,10.0,6.0,26.0
135,10.0,25:75,choice,family,4.0,10.0,6.0,15.0
136,10.0,25:75,choice,family,4.0,10.0,6.0,20.0
137,10.0,25:75,choice,family,4.0,10.0,6.0,10.0
138,10.0,25:75,choice,family,4.0,10.0,6.0,4.0
139,10.0,25:75,choice,family,4.0,10.0,6.0,22.0
140,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
141,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
142,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
143,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
144,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
145,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
146,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
147,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
148,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
149,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
150,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
151,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
152,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
153,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
154,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
155,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
156,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
157,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
158,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
159,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
160,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
161,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
162,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
163,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
164,10.0,25:75,choice,single person,4.0,10.0,4.0,1.0
165,10.0,25:75,choice,family,5.0,9.0,5.0,1.0
166,10.0,25:75,choice,family,5.0,10.0,6.0,4.0
167,10.0,25:75,choice,family,5.0,10.0,6.0,26.0
168,10.0,25:75,choice,family,5.0,10.0,6.0,1.0
169,10.0,25:75,choice,family,5.0,10.0,6.0,20.0
170,10.0,25:75,choice,family,5.0,10.0,6.0,10.0
171,10.0,25:75,choice,family,5.0,10.0,6.0,15.0
172,10.0,25:75,choice,family,5.0,10.0,6.0,22.0
173,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
174,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
175,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
176,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
177,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
178,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
179,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
180,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
181,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
182,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
183,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
184,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
185,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
186,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
187,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
188,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
189,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
190,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
191,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
192,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
193,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
194,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
195,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
196,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
197,10.0,25:75,choice,single person,5.0,10.0,4.0,1.0
198,10.0,25:75,choice,family,6.0,10.0,6.0,20.0
199,10.0,25:75,choice,family,6.0,10.0,6.0,15.0
200,10.0,25:75,choice,family,6.0,10.0,6.0,10.0
201,10.0,25:75,choice,family,6.0,10.0,6.0,1.0
202,10.0,25:75,choice,family,6.0,10.0,6.0,4.0
203,10.0,25:75,choice,family,6.0,9.0,5.0,1.0
204,10.0,25:75,choice,family,6.0,10.0,6.0,26.0
205,10.0,25:75,choice,family,6.0,10.0,6.0,22.0
206,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
207,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
208,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
209,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
210,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
211,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
212,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
213,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
214,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
215,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
216,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
217,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
218,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
219,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
220,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
221,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
222,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
223,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
224,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
225,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
226,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
227,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
228,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
229,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
230,10.0,25:75,choice,single person,6.0,10.0,4.0,1.0
231,10.0,25:75,choice,family,7.0,10.0,6.0,1.0
232,10.0,25:75,choice,family,7.0,10.0,6.0,10.0
233,10.0,25:75,choice,family,7.0,10.0,6.0,22.0
234,10.0,25:75,choice,family,7.0,10.0,6.0,15.0
235,10.0,25:75,choice,family,7.0,9.0,5.0,1.0
236,10.0,25:75,choice,family,7.0,10.0,6.0,4.0
237,10.0,25:75,choice,family,7.0,10.0,6.0,20.0
238,10.0,25:75,choice,family,7.0,10.0,6.0,26.0
239,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
240,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
241,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
242,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
243,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
244,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
245,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
246,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
247,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
248,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
249,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
250,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
251,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
252,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
253,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
254,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
255,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
256,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
257,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
258,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
259,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
260,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
261,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
262,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
263,10.0,25:75,choice,single person,7.0,10.0,4.0,1.0
264,10.0,25:75,choice,family,8.0,10.0,6.0,18.0
265,10.0,25:75,choice,family,8.0,10.0,6.0,20.0
266,10.0,25:75,choice,family,8.0,10.0,6.0,4.0
267,10.0,25:75,choice,family,8.0,9.0,5.0,1.0
268,10.0,25:75,choice,family,8.0,10.0,6.0,2.0
269,10.0,25:75,choice,family,8.0,10.0,6.0,22.0
270,10.0,25:75,choice,family,8.0,10.0,6.0,15.0
271,10.0,25:75,choice,family,8.0,10.0,6.0,22.0
272,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
273,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
274,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
275,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
276,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
277,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
278,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
279,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
280,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
281,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
282,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
283,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
284,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
285,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
286,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
287,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
288,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
289,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
290,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
291,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
292,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
293,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
294,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
295,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
296,10.0,25:75,choice,single person,8.0,10.0,4.0,1.0
297,10.0,25:75,choice,family,9.0,10.0,6.0,1.0
298,10.0,25:75,choice,family,9.0,10.0,6.0,22.0
299,10.0,25:75,choice,family,9.0,9.0,5.0,1.0
300,10.0,25:75,choice,family,9.0,10.0,6.0,15.0
301,10.0,25:75,choice,family,9.0,10.0,6.0,4.0
302,10.0,25:75,choice,family,9.0,10.0,6.0,20.0
303,10.0,25:75,choice,family,9.0,10.0,6.0,10.0
304,10.0,25:75,choice,family,9.0,10.0,6.0,26.0
305,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
306,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
307,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
308,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
309,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
310,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
311,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
312,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
313,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
314,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
315,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
316,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
317,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
318,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
319,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
320,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
321,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
322,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
323,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
324,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
325,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
326,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
327,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
328,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
329,10.0,25:75,choice,single person,9.0,10.0,4.0,1.0
330,20.0,25:75,choice,family,0.0,10.0,6.0,1.0
331,20.0,25:75,choice,family,0.0,10.0,6.0,24.0
332,20.0,25:75,choice,family,0.0,10.0,6.0,12.0
333,20.0,25:75,choice,family,0.0,10.0,6.0,18.0
334,20.0,25:75,choice,family,0.0,10.0,6.0,7.0
335,20.0,25:75,choice,family,0.0,10.0,6.0,11.0
336,20.0,25:75,choice,family,0.0,10.0,6.0,27.0
337,20.0,25:75,choice,family,0.0,10.0,6.0,21.0
338,20.0,25:75,choice,family,0.0,8.0,4.0,1.0
339,20.0,25:75,choice,family,0.0,10.0,6.0,35.0
340,20.0,25:75,choice,family,0.0,10.0,6.0,24.0
341,20.0,25:75,choice,family,0.0,10.0,6.0,13.0
342,20.0,25:75,choice,family,0.0,10.0,6.0,1.0
343,20.0,25:75,choice,family,0.0,10.0,6.0,34.0
344,20.0,25:75,choice,family,0.0,10.0,6.0,21.0
345,20.0,25:75,choice,family,0.0,10.0,6.0,2.0
346,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
347,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
348,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
349,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
350,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
351,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
352,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
353,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
354,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
355,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
356,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
357,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
358,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
359,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
360,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
361,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
362,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
363,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
364,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
365,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
366,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
367,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
368,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
369,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
370,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
371,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
372,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
373,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
374,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
375,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
376,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
377,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
378,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
379,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
380,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
381,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
382,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
383,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
384,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
385,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
386,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
387,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
388,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
389,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
390,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
391,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
392,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
393,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
394,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
395,20.0,25:75,choice,single person,0.0,10.0,4.0,1.0
396,20.0,25:75,choice,family,1.0,10.0,6.0,12.0
397,20.0,25:75,choice,family,1.0,10.0,6.0,27.0
398,20.0,25:75,choice,family,1.0,10.0,6.0,21.0
399,20.0,25:75,choice,family,1.0,10.0,6.0,24.0
400,20.0,25:75,choice,family,1.0,10.0,6.0,18.0
401,20.0,25:75,choice,family,1.0,10.0,6.0,34.0
402,20.0,25:75,choice,family,1.0,10.0,6.0,2.0
403,20.0,25:75,choice,family,1.0,10.0,6.0,24.0
404,20.0,25:75,choice,family,1.0,10.0,6.0,1.0
405,20.0,25:75,choice,family,1.0,10.0,6.0,13.0
406,20.0,25:75,choice,family,1.0,10.0,6.0,1.0
407,20.0,25:75,choice,family,1.0,10.0,6.0,7.0
408,20.0,25:75,choice,family,1.0,10.0,6.0,21.0
409,20.0,25:75,choice,family,1.0,10.0,6.0,35.0
410,20.0,25:75,choice,family,1.0,10.0,6.0,11.0
411,20.0,25:75,choice,family,1.0,8.0,4.0,1.0
412,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
413,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
414,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
415,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
416,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
417,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
418,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
419,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
420,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
421,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
422,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
423,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
424,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
425,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
426,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
427,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
428,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
429,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
430,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
431,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
432,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
433,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
434,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
435,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
436,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
437,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
438,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
439,20.0,25:75,choice,single person,1.0,10.0,4.0,1.0
